Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
High income,HIC,Net migration,SM.POP.NETM,1987,1800354.0
Hong Kong SAR, China,HKG,Net migration,1987,-6867.0
Honduras,HND,Net migration,SM.POP.NETM,1987,-17423.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,1987,-685648.0
Croatia,HRV,Net migration,SM.POP.NETM,1987,6956.0
Haiti,HTI,Net migration,SM.POP.NETM,1987,-25518.0
Hungary,HUN,Net migration,SM.POP.NETM,1987,-16175.0
IBRD only,IBD,Net migration,SM.POP.NETM,1987,-624705.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,1987,-1690185.0
IDA total,IDA,Net migration,SM.POP.NETM,1987,-1065480.0
IDA blend,IDB,Net migration,SM.POP.NETM,1987,126984.0
Indonesia,IDN,Net migration,SM.POP.NETM,1987,26705.0
IDA only,IDX,Net migration,SM.POP.NETM,1987,-1192464.0
Isle of Man,IMN,Net migration,SM.POP.NETM,1987,1308.0
India,IND,Net migration,SM.POP.NETM,1987,-219150.0
Not classified,INX,Net migration,SM.POP.NETM,1987,
Ireland,IRL,Net migration,SM.POP.NETM,1987,-38426.0
Iran, Islamic Rep.,IRN,Net migration,1987,242411.0
Iraq,IRQ,Net migration,SM.POP.NETM,1987,-108426.0
Iceland,ISL,Net migration,SM.POP.NETM,1987,944.0
Israel,ISR,Net migration,SM.POP.NETM,1987,7511.0
Italy,ITA,Net migration,SM.POP.NETM,1987,7825.0
Jamaica,JAM,Net migration,SM.POP.NETM,1987,-27958.0
Jordan,JOR,Net migration,SM.POP.NETM,1987,34646.0
Japan,JPN,Net migration,SM.POP.NETM,1987,28001.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,1987,-32724.0
Kenya,KEN,Net migration,SM.POP.NETM,1987,-48633.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,1987,-39678.0
Cambodia,KHM,Net migration,SM.POP.NETM,1987,44442.0
Kiribati,KIR,Net migration,SM.POP.NETM,1987,-298.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,1987,-767.0
Korea, Rep.,KOR,Net migration,1987,189782.0
Kuwait,KWT,Net migration,SM.POP.NETM,1987,31243.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,1987,-763094.0
Lao PDR,LAO,Net migration,SM.POP.NETM,1987,0.0
Lebanon,LBN,Net migration,SM.POP.NETM,1987,607.0
Liberia,LBR,Net migration,SM.POP.NETM,1987,6840.0
Libya,LBY,Net migration,SM.POP.NETM,1987,1740.0
St. Lucia,LCA,Net migration,SM.POP.NETM,1987,-1423.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,1987,-827991.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,1987,-919795.0
Low income,LIC,Net migration,SM.POP.NETM,1987,-613045.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,1987,178.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,1987,-63105.0
Lower middle income,LMC,Net migration,SM.POP.NETM,1987,-734239.0
Low & middle income,LMY,Net migration,SM.POP.NETM,1987,-1809693.0
Lesotho,LSO,Net migration,SM.POP.NETM,1987,-10946.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,1987,-316345.0
Lithuania,LTU,Net migration,SM.POP.NETM,1987,10820.0
Luxembourg,LUX,Net migration,SM.POP.NETM,1987,2200.0
Latvia,LVA,Net migration,SM.POP.NETM,1987,19249.0
Macao SAR, China,MAC,Net migration,1987,6025.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,1987,1990.0
Morocco,MAR,Net migration,SM.POP.NETM,1987,-104029.0
Monaco,MCO,Net migration,SM.POP.NETM,1987,315.0
Moldova,MDA,Net migration,SM.POP.NETM,1987,-10796.0
Madagascar,MDG,Net migration,SM.POP.NETM,1987,-1896.0
Maldives,MDV,Net migration,SM.POP.NETM,1987,-265.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,1987,501981.0
Mexico,MEX,Net migration,SM.POP.NETM,1987,-415521.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,1987,-16.0
Middle income,MIC,Net migration,SM.POP.NETM,1987,-1196648.0
North Macedonia,MKD,Net migration,SM.POP.NETM,1987,-13635.0
Mali,MLI,Net migration,SM.POP.NETM,1987,-90940.0
Malta,MLT,Net migration,SM.POP.NETM,1987,295.0
Myanmar,MMR,Net migration,SM.POP.NETM,1987,-11642.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1987,176199.0
Montenegro,MNE,Net migration,SM.POP.NETM,1987,-2569.0
Mongolia,MNG,Net migration,SM.POP.NETM,1987,1855.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1987,1969.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1987,-441710.0
Mauritania,MRT,Net migration,SM.POP.NETM,1987,-2998.0
Mauritius,MUS,Net migration,SM.POP.NETM,1987,-300.0
Malawi,MWI,Net migration,SM.POP.NETM,1987,271693.0
Malaysia,MYS,Net migration,SM.POP.NETM,1987,137759.0
North America,NAC,Net migration,SM.POP.NETM,1987,652199.0
Namibia,NAM,Net migration,SM.POP.NETM,1987,4559.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1987,-273.0
Niger,NER,Net migration,SM.POP.NETM,1987,-2338.0
Nigeria,NGA,Net migration,SM.POP.NETM,1987,64418.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1987,-25127.0
Netherlands,NLD,Net migration,SM.POP.NETM,1987,39559.0
Norway,NOR,Net migration,SM.POP.NETM,1987,13907.0
Nepal,NPL,Net migration,SM.POP.NETM,1987,-72437.0
Nauru,NRU,Net migration,SM.POP.NETM,1987,27.0
New Zealand,NZL,Net migration,SM.POP.NETM,1987,-7631.0
OECD members,OED,Net migration,SM.POP.NETM,1987,806651.0
Oman,OMN,Net migration,SM.POP.NETM,1987,31608.0
Other small states,OSS,Net migration,SM.POP.NETM,1987,24484.0
Pakistan,PAK,Net migration,SM.POP.NETM,1987,146364.0
Panama,PAN,Net migration,SM.POP.NETM,1987,-1953.0
Peru,PER,Net migration,SM.POP.NETM,1987,-34651.0
Philippines,PHL,Net migration,SM.POP.NETM,1987,-68149.0
Palau,PLW,Net migration,SM.POP.NETM,1987,125.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1987,-25720.0
Poland,POL,Net migration,SM.POP.NETM,1987,-32310.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1987,-774412.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1987,-11183.0
Korea, Dem. People's Rep.,PRK,Net migration,1987,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1987,-23142.0
Paraguay,PRY,Net migration,SM.POP.NETM,1987,-3445.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1987,50702.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1987,-17235.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1987,1311614.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1987,-193.0
Qatar,QAT,Net migration,SM.POP.NETM,1987,5405.0
Romania,ROU,Net migration,SM.POP.NETM,1987,-42868.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1987,275611.0
Rwanda,RWA,Net migration,SM.POP.NETM,1987,-7062.0
South Asia,SAS,Net migration,SM.POP.NETM,1987,-920122.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1987,175075.0
Sudan,SDN,Net migration,SM.POP.NETM,1987,-228756.0
Senegal,SEN,Net migration,SM.POP.NETM,1987,-12086.0
Singapore,SGP,Net migration,SM.POP.NETM,1987,25411.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1987,-179.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,1987,9558.0
El Salvador,SLV,Net migration,SM.POP.NETM,1987,-32308.0
San Marino,SMR,Net migration,SM.POP.NETM,1987,-20.0
Somalia,SOM,Net migration,SM.POP.NETM,1987,-17391.0
Serbia,SRB,Net migration,SM.POP.NETM,1987,-16686.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,1987,84105.0
South Sudan,SSD,Net migration,SM.POP.NETM,1987,-11976.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,1987,83742.0
Small states,SST,Net migration,SM.POP.NETM,1987,-29392.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,1987,-470.0
Suriname,SUR,Net migration,SM.POP.NETM,1987,-5467.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,1987,-6401.0
Slovenia,SVN,Net migration,SM.POP.NETM,1987,2972.0
Sweden,SWE,Net migration,SM.POP.NETM,1987,21335.0
Eswatini,SWZ,Net migration,SM.POP.NETM,1987,2417.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,1987,1268.0
Seychelles,SYC,Net migration,SM.POP.NETM,1987,-363.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,1987,-8335.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,1987,172.0
Chad,TCD,Net migration,SM.POP.NETM,1987,23220.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,1987,-86565.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1987,-92318.0
Togo,TGO,Net migration,SM.POP.NETM,1987,848.0
Thailand,THA,Net migration,SM.POP.NETM,1987,122791.0
Tajikistan,TJK,Net migration,SM.POP.NETM,1987,9923.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,1987,3161.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,1987,-800419.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,1987,-106.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,1987,125497.0
Tonga,TON,Net migration,SM.POP.NETM,1987,-1970.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,1987,-920122.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,1987,83742.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,1987,-9002.0
Tunisia,TUN,Net migration,SM.POP.NETM,1987,3711.0
Turkiye,TUR,Net migration,SM.POP.NETM,1987,-40772.0
Tuvalu,TUV,Net migration,SM.POP.NETM,1987,-68.0
Tanzania,TZA,Net migration,SM.POP.NETM,1987,94498.0
Uganda,UGA,Net migration,SM.POP.NETM,1987,-22415.0
Ukraine,UKR,Net migration,SM.POP.NETM,1987,-18275.0
Upper middle income,UMC,Net migration,SM.POP.NETM,1987,-462409.0
Uruguay,URY,Net migration,SM.POP.NETM,1987,-6833.0
United States,USA,Net migration,SM.POP.NETM,1987,480815.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,1987,-824.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,1987,-1251.0
Venezuela, RB,VEN,Net migration,1987,201.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,1987,320.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,1987,-1405.0
Viet Nam,VNM,Net migration,SM.POP.NETM,1987,-128095.0
Vanuatu,VUT,Net migration,SM.POP.NETM,1987,-907.0
World,WLD,Net migration,SM.POP.NETM,1987,0.0
Samoa,WSM,Net migration,SM.POP.NETM,1987,-4056.0
Kosovo,XKX,Net migration,SM.POP.NETM,1987,282.0
Yemen, Rep.,YEM,Net migration,1987,-11151.0
South Africa,ZAF,Net migration,SM.POP.NETM,1987,231009.0
Zambia,ZMB,Net migration,SM.POP.NETM,1987,-26338.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,1987,21308.0
Aruba,ABW,Net migration,SM.POP.NETM,1988,-905.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,1988,-230030.0
Afghanistan,AFG,Net migration,SM.POP.NETM,1988,-56263.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,1988,-68540.0
Angola,AGO,Net migration,SM.POP.NETM,1988,65028.0
Albania,ALB,Net migration,SM.POP.NETM,1988,658.0
Andorra,AND,Net migration,SM.POP.NETM,1988,1697.0
Arab World,ARB,Net migration,SM.POP.NETM,1988,-429193.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,1988,68991.0
Argentina,ARG,Net migration,SM.POP.NETM,1988,37594.0
Armenia,ARM,Net migration,SM.POP.NETM,1988,-13325.0
American Samoa,ASM,Net migration,SM.POP.NETM,1988,217.0
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,1988,-1168.0
Australia,AUS,Net migration,SM.POP.NETM,1988,153330.0
Austria,AUT,Net migration,SM.POP.NETM,1988,13807.0
Azerbaijan,AZE,Net migration,SM.POP.NETM,1988,-25290.0
Burundi,BDI,Net migration,SM.POP.NETM,1988,-46464.0
Belgium,BEL,Net migration,SM.POP.NETM,1988,3929.0
Benin,BEN,Net migration,SM.POP.NETM,1988,-1867.0
Burkina Faso,BFA,Net migration,SM.POP.NETM,1988,-30068.0
Bangladesh,BGD,Net migration,SM.POP.NETM,1988,-395408.0
Bulgaria,BGR,Net migration,SM.POP.NETM,1988,215.0
Bahrain,BHR,Net migration,SM.POP.NETM,1988,5294.0
Bahamas, The,BHS,Net migration,1988,326.0
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,1988,-17058.0
Belarus,BLR,Net migration,SM.POP.NETM,1988,-5424.0
Belize,BLZ,Net migration,SM.POP.NETM,1988,-1579.0
Bermuda,BMU,Net migration,SM.POP.NETM,1988,36.0
Bolivia,BOL,Net migration,SM.POP.NETM,1988,-19568.0
Brazil,BRA,Net migration,SM.POP.NETM,1988,-72825.0
Barbados,BRB,Net migration,SM.POP.NETM,1988,-1301.0
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,1988,962.0
Bhutan,BTN,Net migration,SM.POP.NETM,1988,1286.0
Botswana,BWA,Net migration,SM.POP.NETM,1988,-215.0
Central African Republic,CAF,Net migration,SM.POP.NETM,1988,-31016.0
Canada,CAN,Net migration,SM.POP.NETM,1988,238003.0
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,1988,-110371.0
Switzerland,CHE,Net migration,SM.POP.NETM,1988,34602.0
Channel Islands,CHI,Net migration,SM.POP.NETM,1988,1081.0
Chile,CHL,Net migration,SM.POP.NETM,1988,-9131.0
China,CHN,Net migration,SM.POP.NETM,1988,-282194.0
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,1988,53187.0
Cameroon,CMR,Net migration,SM.POP.NETM,1988,-16016.0
Congo, Dem. Rep.,COD,Net migration,1988,111220.0
Congo, Rep.,COG,Net migration,1988,525.0
Colombia,COL,Net migration,SM.POP.NETM,1988,-25064.0
Comoros,COM,Net migration,SM.POP.NETM,1988,-1832.0
Cabo Verde,CPV,Net migration,SM.POP.NETM,1988,-6474.0
Costa Rica,CRI,Net migration,SM.POP.NETM,1988,2414.0
Caribbean small states,CSS,Net migration,SM.POP.NETM,1988,-33579.0
Cuba,CUB,Net migration,SM.POP.NETM,1988,-15474.0
Curacao,CUW,Net migration,SM.POP.NETM,1988,-2391.0
Cayman Islands,CYM,Net migration,SM.POP.NETM,1988,646.0
Cyprus,CYP,Net migration,SM.POP.NETM,1988,1727.0
Czechia,CZE,Net migration,SM.POP.NETM,1988,-1359.0
Germany,DEU,Net migration,SM.POP.NETM,1988,515962.0
Djibouti,DJI,Net migration,SM.POP.NETM,1988,17242.0
Dominica,DMA,Net migration,SM.POP.NETM,1988,-1653.0
Denmark,DNK,Net migration,SM.POP.NETM,1988,677.0
Dominican Republic,DOM,Net migration,SM.POP.NETM,1988,-26552.0
Algeria,DZA,Net migration,SM.POP.NETM,1988,24376.0
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,1988,-297012.0
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,1988,-466682.0
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,1988,80767.0
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,1988,-137267.0
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,1988,709495.0
Ecuador,ECU,Net migration,SM.POP.NETM,1988,-10977.0
Egypt, Arab Rep.,EGY,Net migration,1988,58678.0
Euro area,EMU,Net migration,SM.POP.NETM,1988,649463.0
Eritrea,ERI,Net migration,SM.POP.NETM,1988,-3612.0
Spain,ESP,Net migration,SM.POP.NETM,1988,-17663.0
Estonia,EST,Net migration,SM.POP.NETM,1988,5256.0
Ethiopia,ETH,Net migration,SM.POP.NETM,1988,379966.0
European Union,EUU,Net migration,SM.POP.NETM,1988,512426.0
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,1988,-833245.0
Finland,FIN,Net migration,SM.POP.NETM,1988,1765.0
Fiji,FJI,Net migration,SM.POP.NETM,1988,-10138.0
France,FRA,Net migration,SM.POP.NETM,1988,69935.0
Faroe Islands,FRO,Net migration,SM.POP.NETM,1988,22.0
Micronesia, Fed. Sts.,FSM,Net migration,1988,-291.0
Gabon,GAB,Net migration,SM.POP.NETM,1988,990.0
United Kingdom,GBR,Net migration,SM.POP.NETM,1988,13952.0
Georgia,GEO,Net migration,SM.POP.NETM,1988,-12189.0
Ghana,GHA,Net migration,SM.POP.NETM,1988,-64810.0
Gibraltar,GIB,Net migration,SM.POP.NETM,1988,-532.0
Guinea,GIN,Net migration,SM.POP.NETM,1988,-637.0
Gambia, The,GMB,Net migration,1988,9563.0
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,1988,-8473.0
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,1988,3777.0
Greece,GRC,Net migration,SM.POP.NETM,1988,20557.0
Grenada,GRD,Net migration,SM.POP.NETM,1988,-1243.0
Greenland,GRL,Net migration,SM.POP.NETM,1988,-205.0
Guatemala,GTM,Net migration,SM.POP.NETM,1988,-30450.0
Guam,GUM,Net migration,SM.POP.NETM,1988,58.0
Guyana,GUY,Net migration,SM.POP.NETM,1988,-20860.0
High income,HIC,Net migration,SM.POP.NETM,1988,2153025.0
Hong Kong SAR, China,HKG,Net migration,1988,-16390.0
Honduras,HND,Net migration,SM.POP.NETM,1988,-16919.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,1988,-761133.0
Croatia,HRV,Net migration,SM.POP.NETM,1988,7242.0
Haiti,HTI,Net migration,SM.POP.NETM,1988,-25662.0
Hungary,HUN,Net migration,SM.POP.NETM,1988,-16052.0
IBRD only,IBD,Net migration,SM.POP.NETM,1988,-676709.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,1988,-2067626.0
IDA total,IDA,Net migration,SM.POP.NETM,1988,-1390917.0
IDA blend,IDB,Net migration,SM.POP.NETM,1988,57340.0
Indonesia,IDN,Net migration,SM.POP.NETM,1988,25383.0
IDA only,IDX,Net migration,SM.POP.NETM,1988,-1448257.0
Isle of Man,IMN,Net migration,SM.POP.NETM,1988,1302.0
India,IND,Net migration,SM.POP.NETM,1988,-155676.0
Not classified,INX,Net migration,SM.POP.NETM,1988,
Ireland,IRL,Net migration,SM.POP.NETM,1988,-44020.0
Iran, Islamic Rep.,IRN,Net migration,1988,213524.0
Iraq,IRQ,Net migration,SM.POP.NETM,1988,-81562.0
Iceland,ISL,Net migration,SM.POP.NETM,1988,1572.0
Israel,ISR,Net migration,SM.POP.NETM,1988,1675.0
Italy,ITA,Net migration,SM.POP.NETM,1988,18553.0
Jamaica,JAM,Net migration,SM.POP.NETM,1988,-28247.0
Jordan,JOR,Net migration,SM.POP.NETM,1988,39873.0
Japan,JPN,Net migration,SM.POP.NETM,1988,51154.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,1988,-25892.0
Kenya,KEN,Net migration,SM.POP.NETM,1988,-31894.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,1988,-40823.0
Cambodia,KHM,Net migration,SM.POP.NETM,1988,-14627.0
Kiribati,KIR,Net migration,SM.POP.NETM,1988,-321.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,1988,-766.0
Korea, Rep.,KOR,Net migration,1988,198057.0
Kuwait,KWT,Net migration,SM.POP.NETM,1988,31455.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,1988,-706525.0
Lao PDR,LAO,Net migration,SM.POP.NETM,1988,-80.0
Lebanon,LBN,Net migration,SM.POP.NETM,1988,-1916.0
Liberia,LBR,Net migration,SM.POP.NETM,1988,7734.0
Libya,LBY,Net migration,SM.POP.NETM,1988,1053.0
St. Lucia,LCA,Net migration,SM.POP.NETM,1988,-1606.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,1988,-767596.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,1988,-1182601.0
Low income,LIC,Net migration,SM.POP.NETM,1988,-627081.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,1988,195.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,1988,-58415.0
Lower middle income,LMC,Net migration,SM.POP.NETM,1988,-1043711.0
Low & middle income,LMY,Net migration,SM.POP.NETM,1988,-2162360.0
Lesotho,LSO,Net migration,SM.POP.NETM,1988,-11028.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,1988,-380790.0
Lithuania,LTU,Net migration,SM.POP.NETM,1988,38648.0
Luxembourg,LUX,Net migration,SM.POP.NETM,1988,2909.0
Latvia,LVA,Net migration,SM.POP.NETM,1988,15784.0
Macao SAR, China,MAC,Net migration,1988,6582.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,1988,1980.0
Morocco,MAR,Net migration,SM.POP.NETM,1988,-102484.0
Monaco,MCO,Net migration,SM.POP.NETM,1988,304.0
Moldova,MDA,Net migration,SM.POP.NETM,1988,-4989.0
Madagascar,MDG,Net migration,SM.POP.NETM,1988,-1883.0
Maldives,MDV,Net migration,SM.POP.NETM,1988,-564.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,1988,259036.0
Mexico,MEX,Net migration,SM.POP.NETM,1988,-374544.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,1988,-140.0
Middle income,MIC,Net migration,SM.POP.NETM,1988,-1535279.0
North Macedonia,MKD,Net migration,SM.POP.NETM,1988,-13621.0
Mali,MLI,Net migration,SM.POP.NETM,1988,-87952.0
Malta,MLT,Net migration,SM.POP.NETM,1988,164.0
Myanmar,MMR,Net migration,SM.POP.NETM,1988,-13046.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1988,-32035.0
Montenegro,MNE,Net migration,SM.POP.NETM,1988,-2165.0
Mongolia,MNG,Net migration,SM.POP.NETM,1988,2459.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1988,1972.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1988,-286247.0
Mauritania,MRT,Net migration,SM.POP.NETM,1988,-2997.0
Mauritius,MUS,Net migration,SM.POP.NETM,1988,-1399.0
Malawi,MWI,Net migration,SM.POP.NETM,1988,201011.0
Malaysia,MYS,Net migration,SM.POP.NETM,1988,133478.0
North America,NAC,Net migration,SM.POP.NETM,1988,698817.0
Namibia,NAM,Net migration,SM.POP.NETM,1988,10916.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1988,-281.0
Niger,NER,Net migration,SM.POP.NETM,1988,-1139.0
Nigeria,NGA,Net migration,SM.POP.NETM,1988,93510.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1988,-24753.0
Netherlands,NLD,Net migration,SM.POP.NETM,1988,31026.0
Norway,NOR,Net migration,SM.POP.NETM,1988,10380.0
Nepal,NPL,Net migration,SM.POP.NETM,1988,-64246.0
Nauru,NRU,Net migration,SM.POP.NETM,1988,29.0
New Zealand,NZL,Net migration,SM.POP.NETM,1988,-17005.0
OECD members,OED,Net migration,SM.POP.NETM,1988,1258980.0
Oman,OMN,Net migration,SM.POP.NETM,1988,31456.0
Other small states,OSS,Net migration,SM.POP.NETM,1988,36142.0
Pakistan,PAK,Net migration,SM.POP.NETM,1988,38139.0
Panama,PAN,Net migration,SM.POP.NETM,1988,-1750.0
Peru,PER,Net migration,SM.POP.NETM,1988,-31238.0
Philippines,PHL,Net migration,SM.POP.NETM,1988,-147523.0
Palau,PLW,Net migration,SM.POP.NETM,1988,126.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1988,-26232.0
Poland,POL,Net migration,SM.POP.NETM,1988,-101671.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1988,-1010396.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1988,-10611.0
Korea, Dem. People's Rep.,PRK,Net migration,1988,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1988,-26595.0
Paraguay,PRY,Net migration,SM.POP.NETM,1988,-3557.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1988,-3008.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1988,-19170.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1988,1890172.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1988,-694.0
Qatar,QAT,Net migration,SM.POP.NETM,1988,5118.0
Romania,ROU,Net migration,SM.POP.NETM,1988,-48911.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1988,269862.0
Rwanda,RWA,Net migration,SM.POP.NETM,1988,-5285.0
South Asia,SAS,Net migration,SM.POP.NETM,1988,-691147.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1988,146918.0
Sudan,SDN,Net migration,SM.POP.NETM,1988,-235213.0
Senegal,SEN,Net migration,SM.POP.NETM,1988,-12036.0
Singapore,SGP,Net migration,SM.POP.NETM,1988,40976.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1988,-197.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,1988,9470.0
El Salvador,SLV,Net migration,SM.POP.NETM,1988,-30806.0
San Marino,SMR,Net migration,SM.POP.NETM,1988,268.0
Somalia,SOM,Net migration,SM.POP.NETM,1988,-415660.0
Serbia,SRB,Net migration,SM.POP.NETM,1988,-15715.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,1988,-298374.0
South Sudan,SSD,Net migration,SM.POP.NETM,1988,-97065.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,1988,-298570.0
Small states,SST,Net migration,SM.POP.NETM,1988,-16607.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,1988,-465.0
Suriname,SUR,Net migration,SM.POP.NETM,1988,-2573.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,1988,-6500.0
Slovenia,SVN,Net migration,SM.POP.NETM,1988,-3023.0
Sweden,SWE,Net migration,SM.POP.NETM,1988,30064.0
Eswatini,SWZ,Net migration,SM.POP.NETM,1988,14879.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,1988,1313.0
Seychelles,SYC,Net migration,SM.POP.NETM,1988,-196.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,1988,-8426.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,1988,173.0
Chad,TCD,Net migration,SM.POP.NETM,1988,16085.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,1988,-296857.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1988,-10530.0
Togo,TGO,Net migration,SM.POP.NETM,1988,-17.0
Thailand,THA,Net migration,SM.POP.NETM,1988,128469.0
Tajikistan,TJK,Net migration,SM.POP.NETM,1988,5523.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,1988,1408.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,1988,-741495.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,1988,587.0
